movie_img,movie_name,movie_url,rate,type,user_id,user_name
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2541901817.jpg,疯狂的外星人,https://movie.douban.com/subject/25986662/,推荐,喜剧/科幻/,ydyie,时间之葬
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2541901817.jpg,疯狂的外星人,https://movie.douban.com/subject/25986662/,还行,喜剧/科幻/,lingrui1995,凌睿
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2547478243.jpg,Four More Shots Please,https://movie.douban.com/subject/30454836/,rating4-t,剧情/喜剧/爱情/,lingrui1995,凌睿
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2552522615.jpg,风中有朵雨做的云,https://movie.douban.com/subject/26728669/,rating4-t,剧情/犯罪/悬疑/,lingrui1995,凌睿
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2551249211.jpg,Shazam!,https://movie.douban.com/subject/2244426/,rating5-t,动作/奇幻/冒险/,lingrui1995,凌睿
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2551802607.jpg,玛丽学园,https://movie.douban.com/subject/30206742/,rating2-t,喜剧/,lingrui1995,凌睿
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2552969589.jpg,증인,https://movie.douban.com/subject/30306764/,rating3-t,剧情/惊悚/,lingrui1995,凌睿
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2548750147.jpg,The Highwaymen,https://movie.douban.com/subject/6538697/,rating3-t,剧情/犯罪/悬疑/惊悚/,lingrui1995,凌睿
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2445723847.jpg,東京女子図鑑,https://movie.douban.com/subject/26921674/,rating4-t,剧情/,lingrui1995,凌睿
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2549234765.jpg,Dumbo,https://movie.douban.com/subject/25924056/,rating2-t,奇幻/冒险/,lingrui1995,凌睿
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2551693460.jpg,人间·喜剧,https://movie.douban.com/subject/27179414/,rating1-t,喜剧/,lingrui1995,凌睿
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p655393674.jpg,キサラギ,https://movie.douban.com/subject/2361826/,rating4-t,喜剧/悬疑/,lingrui1995,凌睿
